Country,WHO_reg,Source,Date,Time,Cases,Deaths,Comments
Andorra,Europe,https://twitter.com/GovernAndorra,02/11/2021,17:05,15572,130,
Andorra,Europe,https://twitter.com/GovernAndorra,03/11/2021,17:19,15577,130,
Andorra,Europe,https://twitter.com/GovernAndorra,04/11/2021,16:44,15618,130,
Andorra,Europe,https://twitter.com/GovernAndorra,05/11/2021,17:44,15641,130,
Andorra,Europe,https://twitter.com/GovernAndorra,08/11/2021,14:52,,,
Andorra,Europe,https://twitter.com/GovernAndorra,09/11/2021,17:10,,,
Andorra,Europe,https://twitter.com/GovernAndorra,11/11/2021,16:42,,,
Andorra,Europe,https://twitter.com/GovernAndorra,12/11/2021,16:50,15819,130,
Andorra,Europe,https://twitter.com/GovernAndorra,15/11/2021,15:51,,,
Andorra,Europe,https://twitter.com/GovernAndorra,16/11/2021,16:47,,,
Andorra,Europe,https://twitter.com/GovernAndorra,17/11/2021,17:18,,,
Andorra,Europe,https://twitter.com/GovernAndorra,18/11/2021,17:09,,,
Andorra,Europe,https://twitter.com/GovernAndorra,19/11/2021,13:39,,,
Andorra,Europe,https://twitter.com/GovernAndorra,22/11/2021,17:46,,,
Andorra,Europe,https://twitter.com/GovernAndorra,23/11/2021,17:59,,,
Andorra,Europe,https://twitter.com/GovernAndorra,24/11/2021,17:22,,,
Andorra,Europe,https://twitter.com/GovernAndorra,25/11/2021,17:07,,,
Andorra,Europe,https://twitter.com/GovernAndorra,26/11/2021,17:13,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,01/11/2021,08:09,309397,6379,
Armenia,Europe,https://www.facebook.com/ncdcarm/,02/11/2021,08:24,310629,6441,
Armenia,Europe,https://www.facebook.com/ncdcarm/,03/11/2021,08:08,312674,6491,
Armenia,Europe,https://www.facebook.com/ncdcarm/,04/11/2021,08:15,315004,6532,
Armenia,Europe,https://www.facebook.com/ncdcarm/,05/11/2021,08:10,316839,6582,
Armenia,Europe,https://www.facebook.com/ncdcarm/,06/11/2021,08:18,319016,6628,
Armenia,Europe,https://www.facebook.com/ncdcarm/,07/11/2021,08:19,320433,6670,
Armenia,Europe,https://www.facebook.com/ncdcarm/,08/11/2021,08:10,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,09/11/2021,08:02,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,10/11/2021,08:04,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,11/11/2021,09:33,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,12/11/2021,08:03,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,13/11/2021,08:01,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,14/11/2021,08:17,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,15/11/2021,08:01,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,16/11/2021,08:04,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,17/11/2021,08:04,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,18/11/2021,08:13,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,19/11/2021,08:02,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,20/11/2021,08:29,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,21/11/2021,08:23,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,22/11/2021,08:08,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,23/11/2021,08:07,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,24/11/2021,08:09,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,25/11/2021,08:23,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,26/11/2021,08:04,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,27/11/2021,08:09,,,
Armenia,Europe,https://www.facebook.com/ncdcarm/,28/11/2021,08:54,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,01/11/2021,16:04,532570,7101,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,02/11/2021,16:09,534748,7132,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,03/11/2021,12:22,537004,7153,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,04/11/2021,12:35,539710,7182,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,05/11/2021,18:41,542150,7208,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,06/11/2021,15:15,544650,7241,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,07/11/2021,15:24,547281,7269,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,08/11/2021,21:04,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,09/11/2021,14:03,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,10/11/2021,15:26,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,11/11/2021,14:02,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,12/11/2021,13:33,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,13/11/2021,15:49,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,14/11/2021,15:51,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,15/11/2021,16:42,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,16/11/2021,14:37,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,17/11/2021,13:46,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,18/11/2021,13:55,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,19/11/2021,13:36,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,20/11/2021,14:34,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,21/11/2021,14:46,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,22/11/2021,17:08,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,23/11/2021,16:14,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,24/11/2021,13:50,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,25/11/2021,13:35,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,26/11/2021,15:17,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,27/11/2021,17:38,,,
Azerbaijan,Europe,https://www.facebook.com/KoronavirusInfoPortali ,28/11/2021,16:04,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,07/11/2021,12:44,613927,4745,
Belarus,Europe,https://t.me/s/minzdravbelarus,06/11/2021,11:39,612015,4730,
Belarus,Europe,https://t.me/s/minzdravbelarus,05/11/2021,12:14,610022,4712,
Belarus,Europe,https://t.me/s/minzdravbelarus,04/11/2021,12:46,608031,4696,
Belarus,Europe,https://t.me/s/minzdravbelarus,03/11/2021,12:44,606033,4679,
Belarus,Europe,https://t.me/s/minzdravbelarus,02/11/2021,13:44,604037,4662,Edited
Belarus,Europe,https://t.me/s/minzdravbelarus,01/11/2021,12:14,602058,4646,
Belarus,Europe,https://t.me/s/minzdravbelarus,08/11/2021,12:22,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,09/11/2021,11:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,10/11/2021,13:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,11/11/2021,13:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,12/11/2021,10:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,13/11/2021,12:30,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,14/11/2021,12:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,15/11/2021,12:19,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,16/11/2021,11:18,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,17/11/2021,12:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,18/11/2021,12:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,19/11/2021,12:22,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,20/11/2021,13:09,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,21/11/2021,12:31,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,22/11/2021,13:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,23/11/2021,11:14,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,24/11/2021,13:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,25/11/2021,14:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,26/11/2021,12:44,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,27/11/2021,11:45,,,
Belarus,Europe,https://t.me/s/minzdravbelarus,28/11/2021,13:01,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,02/11/2021,08:05,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,03/11/2021,08:40,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,04/11/2021,09:05,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,05/11/2021,08:30,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,06/11/2021,09:30,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,07/11/2021,10:10,,,website link
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,08/11/2021,10:10,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,09/11/2021,09:10,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,10/11/2021,08:25,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,11/11/2021,08:55,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,12/11/2021,09:15,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,13/11/2021,10:50,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,14/11/2021,10:00,,,
Bulgaria,Europe/EUEEA,https://twitter.com/MoHBulgaria ,15/11/2021,09:10,,,
